date,rating,comment_,mark?,comment_clean,total_words
2016-06-27,8.0," ""I know wwe isn't how it use to be but some of the best matches so far this year has been from wwe like nakamura vs zayn at takeover dallas and both of the roman reigns vs aj styles matches as well""",Mark,i know wwe isnt how it use to be but some of the best matches so far this year has been from wwe like nakamura vs zayn at takeover dallas and both of the roman reigns vs aj styles matches as well,42
2016-06-17,8.0,"""I have been pursuing the WWE since 22 years. Then it began with Gimmicküll (garbage man, pig breeders, snop, dentist). Gimmickfall matches (pigsty match, kiss my feet or the heating cellar match). I understand that many fans the Attitude era more than Know enough. Undertaker, Triple H (also without Steph) Shawn Michaels, hard family, Steve Austin or the Rock all already had heights and depths. But that has accompanied the WWE until today. Superstars of the 2000s (Cena, Angle, Jericho, Guerrero, Benoit, Batista, Triple H, HBK, EDGE and also Trish Stratus and Lita) always enjoyed. And even today where people like (Ambrose, Styles, Reigns, Rollins, Ziggler, Zyan and Owens) will find their way upwards , you realize the WWE builds up like a family. The last generation always builds up the new generation. And that's what I think so well with the WWE. HBK Half Triple H, Triple H helped the shield. Cena was by undertaker, Angle and Big Show what he is today. And D Adurch is Wrestlemania (best example) as interesting as 2016. However, I would find it even better, you would reduce it to 5-6 ppvs a year, on which one side the wrestlers would also be able to breathe and feuds would have much more time to develop. What would be z. B. Bret Vs Owen has become hard for a feud, would have been a PPV every month in 1994? """,Mark,i have been pursuing the wwe since years then it began with gimmicküll garbage man pig breeders snop dentist gimmickfall matches pigsty match kiss my feet or the heating cellar match i understand that many fans the attitude era more than know enough undertaker triple h also without steph shawn michaels hard family steve austin or the rock all already had heights and depths but that has accompanied the wwe until today superstars of the cena angle jericho guerrero benoit batista triple h hbk edge and also trish stratus and lita always enjoyed and even today where people like ambrose styles reigns rollins ziggler zyan and owens will find their way upwards you realize the wwe builds up like a family the last generation always builds up the new generation and thats what i think so well with the wwe hbk half triple h triple h helped the shield cena was by undertaker angle and big show what he is today and d adurch is wrestlemania best example as interesting as however i would find it even better you would reduce it to ppvs a year on which one side the wrestlers would also be able to breathe and feuds would have much more time to develop what would be z b bret vs owen has become hard for a feud would have been a ppv every month in,229
2016-06-01,7.0,"""The world market leader is just bad to rate. On the one hand, this league is very attentive and you are interested in the storylines. Furthermore, you can only commit the best worker through your financial strength. On the other hand, this worker is often under valuesold and used many times worse than in the indy scene. The wrestling is then not better than many smaller leagues and even worse than, for example, NJPW or raw. Furthermore, the current PG policy makes the wrestler sometimes softAnd nice, which is quite bad for heels. And last but not least, the titles simply change inflationary, allowing them to lose their value. The actual matches and storylines are quite classified as okay. """,Mark,the world market leader is just bad to rate on the one hand this league is very attentive and you are interested in the storylines furthermore you can only commit the best worker through your financial strength on the other hand this worker is often under valuesold and used many times worse than in the indy scene the wrestling is then not better than many smaller leagues and even worse than for example njpw or raw furthermore the current pg policy makes the wrestler sometimes softand nice which is quite bad for heels and last but not least the titles simply change inflationary allowing them to lose their value the actual matches and storylines are quite classified as okay,119
2016-06-01,6.0," ""To rate WWE is quite silly because they're not a wrestling company. They're a politically correct, middle-of-the-road marketing company using a combination of professional wrestling and sports-entertainment to push their real agenda, Stephanie McMahon, so that one day she can reach the congressional levels her mother failed to do and thus the McMahon family can think they are legitimately blue blood instead of the wrestling Mafioso that they indeed are. (I can't stand Stephanie's constant emasculation of every competitor on the roster. She is instant turn-off television for me and I wish more people felt that way. ) Their storylines are convoluted and the consideration of their core audience of fans is really not taken into consideration; instead the card is prioritized to satisfy one man's fetish for men: large, bulging and aesthetically Hollywood-ready. Yet one cannot deny the incredible depth and variety of their roster nor their production's ability to interject emotion so even the most casual of fans can latch on to their massive success.""",Not a Mark,to rate wwe is quite silly because theyre not a wrestling company theyre a politically correct middleoftheroad marketing company using a combination of professional wrestling and sportsentertainment to push their real agenda stephanie mcmahon so that one day she can reach the congressional levels her mother failed to do and thus the mcmahon family can think they are legitimately blue blood instead of the wrestling mafioso that they indeed are i cant stand stephanies constant emasculation of every competitor on the roster she is instant turnoff television for me and i wish more people felt that way their storylines are convoluted and the consideration of their core audience of fans is really not taken into consideration instead the card is prioritized to satisfy one mans fetish for men large bulging and aesthetically hollywoodready yet one cannot deny the incredible depth and variety of their roster nor their productions ability to interject emotion so even the most casual of fans can latch on to their massive success,166
2016-05-28,10.0,"""For me who grew up with the WWE, there is only one 10 to be awarded here, I've been watching for so long. No matter how much I'll probably complain, I will probably turn on again.""",Mark,for me who grew up with the wwe there is only one to be awarded here ive been watching for so long no matter how much ill probably complain i will probably turn on again,35
2016-05-28,8.0,"""WWE is really not the best promotion in the world but one of the best. Over the years, this has fascinated me and also offered me good wrestling too bad times, be it Main Show or NXT. Due to some booking weaknesses, there are currently only there8 points. """,Mark,wwe is really not the best promotion in the world but one of the best over the years this has fascinated me and also offered me good wrestling too bad times be it main show or nxt due to some booking weaknesses there are currently only points,47
2016-05-24,8.0,"""The WWE does not guarantee everything right and is currently very negligent in the perception of your possibilities, but it's the WWE with its legendary history. Only the highest note can be awarded. ---- Edit 2016: I canWWE no longer give the highest number, as the great tradition and commercial success over the last decades can not compensate for the significant descent of recent years. In addition, NJPW (at least the big shows) is the better product. There is a plus a plusHowever, it for NXT. The WWE well would like to waive the next few years on all McMahons in the shows to push wrestler organic and break the tested routines. """,Mark,the wwe does not guarantee everything right and is currently very negligent in the perception of your possibilities but its the wwe with its legendary history only the highest note can be awarded edit i canwwe no longer give the highest number as the great tradition and commercial success over the last decades can not compensate for the significant descent of recent years in addition njpw at least the big shows is the better product there is a plus a plushowever it for nxt the wwe well would like to waive the next few years on all mcmahons in the shows to push wrestler organic and break the tested routines,110
2016-05-16,8.0,"""So Ich Kuke the WWE and thus Wrestling itself since 1989 where I saw it for the first time on Eurosport and was impressed, I became the right mega fan in 1991 with the match of Undertaker against Hulk Hogan at the Sev Siris especially because of my age It was just 4 years old: D My interest was also for the Germans, but given the Japanese market or the WCW but there was nothing Kahm to the WWE Herran, as 96 released all lying and only the WWE & the WCW to shahn I stayed faithful to the WWE, the WCW was ok but the Product of the WWE was just my world, what 97, 98 still much more clearly reflected again that I did everything right, the WCW with Goldberg had a real trump's WCW with me Daily hope please let Goldberg come to WWE; D that the WWE 98 disappeared from the Free TV was a shreken and I had to give me the SOWISO already time-average program again 1 week later on VHS (Premiere recording! Watch that a buddy hired, but over the years it went uphill until once the WCW was chattered & no wrestling was visible, even the shipments from my cumopel true not clearly visible, the Power Wrestling helped there nothing So I picked up the US charisma about the Intereneret and could delete everything enjoyed until 2003 in German TV everything was fine. Much she pasped yet but I always stayed true to the WWE! The more profound years for me purely from the events in the WWE (looked at home from 1989, since I have not seen it original in it, but EST decades later!) 1995, 2011 and almost also in 2016: 1995 just nothing going on the WCW true the upper Garbage & the WWE had her good potential to the WCW pushed or just did not put it in (Curt Henning or Rendy Savage!), 2011 Only garbage itself TNA had had more to offer, the only good War CM Punk's title level! 2016 the beginning of this year true """,Mark,so ich kuke the wwe and thus wrestling itself since where i saw it for the first time on eurosport and was impressed i became the right mega fan in with the match of undertaker against hulk hogan at the sev siris especially because of my age it was just years old d my interest was also for the germans but given the japanese market or the wcw but there was nothing kahm to the wwe herran as released all lying and only the wwe the wcw to shahn i stayed faithful to the wwe the wcw was ok but the product of the wwe was just my world what  still much more clearly reflected again that i did everything right the wcw with goldberg had a real trumps wcw with me daily hope please let goldberg come to wwe d that the wwe disappeared from the free tv was a shreken and i had to give me the sowiso already timeaverage program again week later on vhs premiere recording watch that a buddy hired but over the years it went uphill until once the wcw was chattered no wrestling was visible even the shipments from my cumopel true not clearly visible the power wrestling helped there nothing so i picked up the us charisma about the intereneret and could delete everything enjoyed until in german tv everything was fine much she pasped yet but i always stayed true to the wwe the more profound years for me purely from the events in the wwe looked at home from since i have not seen it original in it but est decades later  and almost also in  just nothing going on the wcw true the upper garbage the wwe had her good potential to the wcw pushed or just did not put it in curt henning or rendy savage only garbage itself tna had had more to offer the only good war cm punks title level the beginning of this year true,331
2016-04-12,4.0," ""this company is a shell of it former self who is scared of bieng assoicated with wrestling. this company used to be great but poor booking and boring shows lets them down today. with more thoughtful booking and fresh match ups with the ever improving roster will see the rating get better""",Not a Mark,this company is a shell of it former self who is scared of bieng assoicated with wrestling this company used to be great but poor booking and boring shows lets them down today with more thoughtful booking and fresh match ups with the ever improving roster will see the rating get better,52
2016-04-08,9.0,"""Sometimes you do not understand, which is why this league is rated so badly. Okay, currently it really does not run so well there, many comic bookings and people are pushed where you think"" What? Being! ""But nevertheless, this league has always done much in the past and was rightly out of the Monday Night Wars. Of course, VKM Jr. There is also radical and buys in an emergency a promotion on etc. but still, so is It's just the big one eats the little one. If it does not necessarily contribute to the quality of a product, but that's the way it is now. But many of the poor events are therefore stirring that you just think everything would need to be as in the beloved Attitude era. When there was still a lot of blood inject and you could make a batchwise what you want. Unfortunately, this is no longer possible, PG Era is thank you. But just too much happened too much. But still the league makes a relatively good job, despite these restrictions And who can already claim to constantly and everywhere do real decisions. The WWE also had a such phase at the middle / end 80 to the middle of the 90s, in which one very family fruity It was, but well, that's the run of things. At some point, the WWE will catch again, there will be new possibilities again and then we have a product again as we love it and are almost all satisfied. """,Mark,sometimes you do not understand which is why this league is rated so badly okay currently it really does not run so well there many comic bookings and people are pushed where you think what being but nevertheless this league has always done much in the past and was rightly out of the monday night wars of course vkm jr there is also radical and buys in an emergency a promotion on etc but still so is its just the big one eats the little one if it does not necessarily contribute to the quality of a product but thats the way it is now but many of the poor events are therefore stirring that you just think everything would need to be as in the beloved attitude era when there was still a lot of blood inject and you could make a batchwise what you want unfortunately this is no longer possible pg era is thank you but just too much happened too much but still the league makes a relatively good job despite these restrictions and who can already claim to constantly and everywhere do real decisions the wwe also had a such phase at the middle end to the middle of the in which one very family fruity it was but well thats the run of things at some point the wwe will catch again there will be new possibilities again and then we have a product again as we love it and are almost all satisfied,250
2016-04-06,7.0,"""I'm doing a short summary of each quotally: 1st / 4tel 2016: That such a Roman ReGs is Champ is just a joke. As long as he does not disappear into the Midcard (all of all the highest Upper Midcard) or becomes badass,I always find the Reinsgs part. NXT, on the other hand, I find very good. Innovative feuds, where it is not always between good and evil I miss in the Main Roster. 3/4 of the matches are the standard Face against the heel, which always runs away, ifhe no longer struggling. Conclusion: The WWE has a talented roster, but as long as they are so jerked, I prefer to pursue only NXT. 2nd / 4tel 2016: 1 point on it. Found the whole wrestlemania weekend, from Takeover to Raw, pretty good. With Reins you go in the right direction, even though not everything is fine with him. With constant good shows and well-built feuds, it certainly goes up. """,Mark,im doing a short summary of each quotally that such a roman regs is champ is just a joke as long as he does not disappear into the midcard all of all the highest upper midcard or becomes badassi always find the reinsgs part nxt on the other hand i find very good innovative feuds where it is not always between good and evil i miss in the main roster of the matches are the standard face against the heel which always runs away ifhe no longer struggling conclusion the wwe has a talented roster but as long as they are so jerked i prefer to pursue only nxt point on it found the whole wrestlemania weekend from takeover to raw pretty good with reins you go in the right direction even though not everything is fine with him with constant good shows and wellbuilt feuds it certainly goes up,150
2016-04-05,5.0,"""I just have to say that I just do not find the product of the WWE, they have a great story, they had great times, but at the moment they have become a trash of wrestling business. Bad booking, pushing stars, who do not want to see 90%And so on, the main shows can only be looked at completely in my opinion, to nxt: certainly you have very good matches, I personally find, but that NXT is partially very overrated because everyone is the best wrestling in the worldBut that's not my opinion. I would divide my rating into current WWE 1/4 points, current NXT 2/3 and past 2/3, then I'll come to 5/10 points. """,Not a Mark,i just have to say that i just do not find the product of the wwe they have a great story they had great times but at the moment they have become a trash of wrestling business bad booking pushing stars who do not want to see so on the main shows can only be looked at completely in my opinion to nxt certainly you have very good matches i personally find but that nxt is partially very overrated because everyone is the best wrestling in the worldbut thats not my opinion i would divide my rating into current wwe points current nxt and past then ill come to points,110
2016-04-03,0.0," ""I used to love WWE, but its just gotten so shit. Its gotten so shit that they have to steal wrestlers from other companies cause there own wrestlers are just so bad! And NXT isn't as good as everyone says it is. The whole point of the original NXT was to build new talent, but WWE just gets talent from else where thats already built and found a character and a style, but the wrestlers are never as good as they were when they in the indies or in Japan, its like WWE takes them apart and rebuilds them, but leaves pieces out.""",Not a Mark,i used to love wwe but its just gotten so shit its gotten so shit that they have to steal wrestlers from other companies cause there own wrestlers are just so bad and nxt isnt as good as everyone says it is the whole point of the original nxt was to build new talent but wwe just gets talent from else where thats already built and found a character and a style but the wrestlers are never as good as they were when they in the indies or in japan its like wwe takes them apart and rebuilds them but leaves pieces out,103
2016-03-17,1.0,"""Just do not entertaining in 2016, as there are neither interesting stories that you want to follow, even interesting matches, as all wrestlers are only limited to a small Trademark-Move set, which you rewind every time. The outcome of theMost matches must also be foreseen before, and if there is an interesting surprise, such as: For example, the return of The Rock, this will be announced before to generate at least as many viewers as possible. 10 point for whatThe WWE once was, but a lot of minus points for what she did. """,Not a Mark,just do not entertaining in as there are neither interesting stories that you want to follow even interesting matches as all wrestlers are only limited to a small trademarkmove set which you rewind every time the outcome of themost matches must also be foreseen before and if there is an interesting surprise such as for example the return of the rock this will be announced before to generate at least as many viewers as possible point for whatthe wwe once was but a lot of minus points for what she did,91
2016-02-24,10.0," ""The WWE is the best active promotion in the world. Most people try to deny it but you really cant. They have some of the best wrestlers in the world. People just say they dont like it just because its ""cool"" to hate it but everybody has enjoyed some matches from WWE. And sure some of the matches suck but they are getting alot better now.""",Mark,the wwe is the best active promotion in the world most people try to deny it but you really cant they have some of the best wrestlers in the world people just say they dont like it just because its cool to hate it but everybody has enjoyed some matches from wwe and sure some of the matches suck but they are getting alot better now,66
2016-02-03,2.0," ""Since Triple H became the CEO of WWE, he wants to be on the spotlights, with The Authority or with his new WWE Championship. The storylines and the booking are very bad. The PPV are more and more disappointing, even for WrestleMania. The only thing good in WWE is NXT. But what a non-sense! We will see Nakamura, Balor, Samoa Joe, Austin Aries and Sami Zayn on NXT and we have Social Outcast, The Ascension, and others bad teams and wrestlers... and nearly 50-year old Triple H at the top of the main roster. What a joke! They surely don't deserve to be the main wrestling promotion of the world.""",Not a Mark,since triple h became the ceo of wwe he wants to be on the spotlights with the authority or with his new wwe championship the storylines and the booking are very bad the ppv are more and more disappointing even for wrestlemania the only thing good in wwe is nxt but what a nonsense we will see nakamura balor samoa joe austin aries and sami zayn on nxt and we have social outcast the ascension and others bad teams and wrestlers and nearly old triple h at the top of the main roster what a joke they surely dont deserve to be the main wrestling promotion of the world,109
2016-02-01,10.0," ""WWE gets the full 10/10 for me because simply put Vince McMahon Jr. completely demolished the territorial system and survived near extinction in the mid-90's ultimately winning the monday night wars against rival promotion WCW. It is the only promotion in wrestling history to completely dominate it's competition like that and whether for good or ill you have to respect it. From an entertainment aspect, even during its darkest days the promotion has something going for it; for example during the ""New Generation"" era when ratings reached an all-time low we had Bret Hart and Shawn Michaels to give us fantastic matches and even now with fan apathy at its highest WWE still produces one of the most enjoyable wrestling shows with NXT.""",Mark,wwe gets the full for me because simply put vince mcmahon jr completely demolished the territorial system and survived near extinction in the ultimately winning the monday night wars against rival promotion wcw it is the only promotion in wrestling history to completely dominate its competition like that and whether for good or ill you have to respect it from an entertainment aspect even during its darkest days the promotion has something going for it for example during the new generation era when ratings reached an alltime low we had bret hart and shawn michaels to give us fantastic matches and even now with fan apathy at its highest wwe still produces one of the most enjoyable wrestling shows with nxt,121
2016-01-24,5.0,"""BRAVO WWE! It's already a performance to own one of the biggest and best talent pools of younger history and still do nothing out of it. NXT is flooded with people, while in the main shows the Starpower and well-developed characters are missing. Raw seems catastrophicDismantling Scheme ""F"" and deliver the PPVs, despite preceding wrestling performance, only low voltage and entertainment value. """,Not a Mark,bravo wwe its already a performance to own one of the biggest and best talent pools of younger history and still do nothing out of it nxt is flooded with people while in the main shows the starpower and welldeveloped characters are missing raw seems catastrophicdismantling scheme f and deliver the ppvs despite preceding wrestling performance only low voltage and entertainment value,62
2016-01-11,5.0,"""A terrible year 2015 is behind and and the era of the Midcarder is at its peak. Booking is grgottish. The storytelling is grottish. Writing itself is grugly. The wrestling is at least often very good, but also some roads Agents a horrky job. For example, there were not a few shows where 3-4 matches Via DQ ended or a deflection in merheren successive matches for the finish. Raw and smackdown are not only long, but offer 80% boredom. Self If the wrestling is good, victories and defeats in most cases do nothing more. Also in terms of talent development I see black. Normally, NXT would have to rate separately, because there you have not earned with the Main Roster in a pot to throw it Become. If I only rate the Main Roster and especially the last two years, then I would fluctuate between 2 and 3 points. So I give 5, since NXT Next is now counting. """,Not a Mark,a terrible year is behind and and the era of the midcarder is at its peak booking is grgottish the storytelling is grottish writing itself is grugly the wrestling is at least often very good but also some roads agents a horrky job for example there were not a few shows where matches via dq ended or a deflection in merheren successive matches for the finish raw and smackdown are not only long but offer boredom self if the wrestling is good victories and defeats in most cases do nothing more also in terms of talent development i see black normally nxt would have to rate separately because there you have not earned with the main roster in a pot to throw it become if i only rate the main roster and especially the last two years then i would fluctuate between and points so i give since nxt next is now counting,153
2016-01-10,2.0," ""Only gonna give em two points because they're the first company i started watching after the von erichs doc in 2004. But to be quite honest theit product has been stale since Edge retired. CM Punk and Daniel Bryan are the only thing that kept that company alive for the past years. Not saying their current roster is bad, but their booking is shit.""",Not a Mark,only gonna give em two points because theyre the first company i started watching after the von erichs doc in but to be quite honest theit product has been stale since edge retired cm punk and daniel bryan are the only thing that kept that company alive for the past years not saying their current roster is bad but their booking is shit,63
2016-01-09,2.0,"""I now only give the WWE more 2 points. From 1998-2004 clearly the best league in the world. But when the Cena era began it went down with the WWE. If people can become like Rey Mysterio World Champion today. and you have to endure a charming as the MIZ, then you have to ask yourself if one asks if one is still appealing to the product. Also, they have been recorded too long on old stars and hardly pushed someone to the main event. (Orton and Edge except) the 2 points There is a good old time with your stars like HBK, SCSA, The Rock, HHH, etc. mainstream wrestling is just dead than death! Since everything is shown on high gloss, child friendly and in HD, it's just a gray! If a childish stable like New Day, which sets up unicorns (WTF), then nothing else left to turn off as the TV, or to insert a DVD from earlier. Should Hunter not succeed again after his takeover of the WWE, the program To make, then I can not hope anything else than that more and more spectators turn away and the WWE dies! If I want to see good wrestling, I'll see better Lucha Underground, Raw, NJPW or even TNA. """,Not a Mark,i now only give the wwe more points from clearly the best league in the world but when the cena era began it went down with the wwe if people can become like rey mysterio world champion today and you have to endure a charming as the miz then you have to ask yourself if one asks if one is still appealing to the product also they have been recorded too long on old stars and hardly pushed someone to the main event orton and edge except the points there is a good old time with your stars like hbk scsa the rock hhh etc mainstream wrestling is just dead than death since everything is shown on high gloss child friendly and in hd its just a gray if a childish stable like new day which sets up unicorns wtf then nothing else left to turn off as the tv or to insert a dvd from earlier should hunter not succeed again after his takeover of the wwe the program to make then i can not hope anything else than that more and more spectators turn away and the wwe dies if i want to see good wrestling ill see better lucha underground raw njpw or even tna,208
2016-01-07,7.0,"""How probably for many, the WWF was at the beginning of the 90s my entry into the wrestling. With a few breaks (depending on the TV situation of the transfers), I've participated pretty much and must be in"" very good ""due to the current developments take the rating. At NXT you make many good things with good commitments (which then becomes out of this is something else) and partly outstanding wrestling at the takover shows. Unfortunately, it does not look so good in the Main Roster, smackdown I thought already completely buried, RAW in bearable or even good shape is more exception as a rule. Whether you like booking decisions or is not for me secondary, away from the larger decisions, there has been so much crap and nonsense for several years, that Vince Russo should have his pleasure on it. The quality of the wrestling has left a lot to be desired for quite some time. Of course, there are still great promos and matches including the ""polishing"" product itself, nxt, usually solid to good PPVs, so I value with ""still good"" at the current time. """,Mark,how probably for many the wwf was at the beginning of the my entry into the wrestling with a few breaks depending on the tv situation of the transfers ive participated pretty much and must be in very good due to the current developments take the rating at nxt you make many good things with good commitments which then becomes out of this is something else and partly outstanding wrestling at the takover shows unfortunately it does not look so good in the main roster smackdown i thought already completely buried raw in bearable or even good shape is more exception as a rule whether you like booking decisions or is not for me secondary away from the larger decisions there has been so much crap and nonsense for several years that vince russo should have his pleasure on it the quality of the wrestling has left a lot to be desired for quite some time of course there are still great promos and matches including the polishing product itself nxt usually solid to good ppvs so i value with still good at the current time,186
2015-12-04,10.0,"""The WWE may not be at the height of her creative power at the moment, but it is impossible to exceed constant itself. The greatest criticism is in my view that Ringer-Limited Wrestler (Hogan, Triple H, Batista, etc.) to theLace were put, while much more talented people either did not make it into the main shows (Chris Hero, Colt Cabana, Nigel McGuiness ...) or mourned in the Midcard (William Regal, John Morrison or Cesaro), but firm is that theWWE is the benchmark for all other promotions of the world and undisputed world market leader and the league has repeatedly reinvented and has given its own product a new direction, which is why I can only give the league the highest note. """,Mark,the wwe may not be at the height of her creative power at the moment but it is impossible to exceed constant itself the greatest criticism is in my view that ringerlimited wrestler hogan triple h batista etc to thelace were put while much more talented people either did not make it into the main shows chris hero colt cabana nigel mcguiness or mourned in the midcard william regal john morrison or cesaro but firm is that thewwe is the benchmark for all other promotions of the world and undisputed world market leader and the league has repeatedly reinvented and has given its own product a new direction which is why i can only give the league the highest note,120
2015-11-11,10.0,"""WWE is and stay the best wrestling promotion of the world and has completely earned this place. Super Wrestler, Super Storys and Super Marketing""",Mark,wwe is and stay the best wrestling promotion of the world and has completely earned this place super wrestler super storys and super marketing,24
2015-10-11,3.0,"""Now have to give a rating. I rate here the current product and not the past. At the moment the product is just a shame up to NXT, it's poorly boosted, people with potential are enlarged or small. For years you stoppedHis Altstars firmly firmly and believes against a change. NXT makes hope here, but the transition into the main shows does not work or hardly. """,Not a Mark,now have to give a rating i rate here the current product and not the past at the moment the product is just a shame up to nxt its poorly boosted people with potential are enlarged or small for years you stoppedhis altstars firmly firmly and believes against a change nxt makes hope here but the transition into the main shows does not work or hardly,66
2015-09-22,6.0," ""WWE will always be the biggest promotion in the world. Its no world leader as far as its wrestling and entertainment go. NJPW and LU are superior in those categories.""",Not a Mark,wwe will always be the biggest promotion in the world its no world leader as far as its wrestling and entertainment go njpw and lu are superior in those categories,30
2015-09-22,8.0," ""Honestly, i rather like ""Federation Era"" because the storylines, the promos, the events was so great with so much great wrestlers that ever join this promotions and my favourite is ""New Generation Era"" in 90s and quite frankly think that ""Entertainment Era"" is not good at all but i like the divas though :D""",Mark,honestly i rather like federation era because the storylines the promos the events was so great with so much great wrestlers that ever join this promotions and my favourite is new generation era in and quite frankly think that entertainment era is not good at all but i like the divas though d,53
2015-09-08,10.0," ""It's still the best promotion to this date. It has such a vast history that no one should ignore. When WWE does manage to do something great, they do it at its best. Even in the modern eras, the WWE still give us a lot of great matches and moments and that's why they are on top and hopefully, they'd remain on top because they deserve every accolade. By the way, Daniel Bryan sucks.""",Mark,its still the best promotion to this date it has such a vast history that no one should ignore when wwe does manage to do something great they do it at its best even in the modern eras the wwe still give us a lot of great matches and moments and thats why they are on top and hopefully theyd remain on top because they deserve every accolade by the way daniel bryan sucks,74
2015-08-16,3.0," ""World Wrestling Entertainment’s product has been stale since 2003.  The company has gone through phases throughout my lifetime.  In the early 90’s despite the corny characters the WWF had high-quality wrestling matches.  Ric Flair, Mr. Perfect, The Hart Foundation, and Shawn Michaels performed at a level never before seen in the WWF.  Following that was a drop in match quality but, a rise in storytelling.  The attitude era featured the most entertaining feuds, gimmicks and stories the world had ever seen.  Somewhere around 2001 WWE finally got the balance right between quality wrestling matches and great storytelling.  However that only lasted a few years and then something horrible happened.  I don't know if it was a change in fan base or perhaps a lack of competition but whatever the reason WWE started combining lackluster stars like John Cena, Batista, and an aging Rey Mysterio with bland and hokey storylines.  I’ve tried watching WWE over and over again and it hasn't changed in the last decade.  Sure they'll bring in an indie star every once in a while but, then they bury them.  Punk and Bryan simply were not enough to save WWE from itself.  It’s sad that this company represents professional wrestling to most of the world.""",Not a Mark,world wrestling entertainments product has been stale since  the company has gone through phases throughout my lifetime in the early s despite the corny characters the wwf had highquality wrestling matches ric flair mr perfect the hart foundation and shawn michaels performed at a level never before seen in the wwf following that was a drop in match quality but a rise in storytelling the attitude era featured the most entertaining feuds gimmicks and stories the world had ever seen somewhere around wwe finally got the balance right between quality wrestling matches and great storytelling however that only lasted a few years and then something horrible happened i dont know if it was a change in fan base or perhaps a lack of competition but whatever the reason wwe started combining lackluster stars like john cena batista and an aging rey mysterio with bland and hokey storylines ive tried watching wwe over and over again and it hasnt changed in the last decade sure theyll bring in an indie star every once in a while but then they bury them punk and bryan simply were not enough to save wwe from itself its sad that this company represents professional wrestling to most of the world,205
2015-08-12,8.0,"""The WWE lately I like it again. Sometimes there are really great matches at Raw to see, but there are still nonsensical DQ finishes and matches, where the winner is already obvious. As long as John Super-DuperMega-Hyper-Saiyan-Cena does not win the World Title in the near future, but finally get fresh talents (as Cesaro / Owens) to be pushed to the top, I still see potential up. """,Mark,the wwe lately i like it again sometimes there are really great matches at raw to see but there are still nonsensical dq finishes and matches where the winner is already obvious as long as john superdupermegahypersaiyancena does not win the world title in the near future but finally get fresh talents as cesaro owens to be pushed to the top i still see potential up,66
2015-08-11,10.0," ""When they're good, they're amazing and it's easy to see why they're the biggest promotion in the world. When they're bad, they're really bad. The good times, though, are better than anything else.""",Mark,when theyre good theyre amazing and its easy to see why theyre the biggest promotion in the world when theyre bad theyre really bad the good times though are better than anything else,33
2015-08-11,4.0," ""probably 1 give this 4 point because, too much roundup storyline and still didn't get entertaining stuff right there. even when the attitude era and ruthless era still the greatest era of this company. since NXT beginning to get much audience and subscribers i think WWE is on right way""",Not a Mark,probably give this point because too much roundup storyline and still didnt get entertaining stuff right there even when the attitude era and ruthless era still the greatest era of this company since nxt beginning to get much audience and subscribers i think wwe is on right way,48
2015-08-11,4.0,"""Okay, the old WCW heart screams zero, nothing, Nada, but lens considered, the WWF was pretty cool and to Wrestlemania 8, also seen with me. After the stars of the WCW and ECW, the League flooded, initially also very muchInteresting, but almost everything afterwards, I found a cruel. Almost everything, for example Randy Orton Vs Mick Foley, was a blast and a performance that I did not allow the good Randy. I have fluctuated between 3 and 5 points, with 5 pointsFor past days standing and 3 for the bad product today, which even earns even fewer points, but just also produces talents. I forgive 4 points. """,Not a Mark,okay the old wcw heart screams zero nothing nada but lens considered the wwf was pretty cool and to wrestlemania also seen with me after the stars of the wcw and ecw the league flooded initially also very muchinteresting but almost everything afterwards i found a cruel almost everything for example randy orton vs mick foley was a blast and a performance that i did not allow the good randy i have fluctuated between and points with pointsfor past days standing and for the bad product today which even earns even fewer points but just also produces talents i forgive points,101
