promotion,date,rating,comment_,mark?,comment_clean,total_words
aew,2021-03-04,6.0," ""They wanted to change the industry and give people an alternative, but ended up becoming an expensive indy with spotfests overwhelmingly. In the main events, something is not clear, whether a parody of the NWA of the late 80s with a strange implementation, or WCW in its worst manifestations. Tag team division is overrated. The women's section has a perspective and is clearly better than people say, but Baker at the head doesn't bode well. The advantage of AEW is that they have a fairly strong mid-card and some creative freedom helps wrestlers, for example, I really like Darby Allin and this is a vivid example of how to use your hobby in this industry. The use of veterans here is also very good, Sting and Christian make me very happy. Shooting and camera angles are their main advantage over WWE, at least you can watch them without fear of getting seasick. But as it is, I'm disappointed, for the most part. Cody had a great chance to offer something new, but instead I just understand that it's useless to expect good and unique content from North America now.""",Not a Mark,they wanted to change the industry and give people an alternative but ended up becoming an expensive indy with spotfests overwhelmingly in the main events something is not clear whether a parody of the nwa of the late with a strange implementation or wcw in its worst manifestations tag team division is overrated the womens section has a perspective and is clearly better than people say but baker at the head doesnt bode well the advantage of aew is that they have a fairly strong midcard and some creative freedom helps wrestlers for example i really like darby allin and this is a vivid example of how to use your hobby in this industry the use of veterans here is also very good sting and christian make me very happy shooting and camera angles are their main advantage over wwe at least you can watch them without fear of getting seasick but as it is im disappointed for the most part cody had a great chance to offer something new but instead i just understand that its useless to expect good and unique content from north america now,188
aew,2021-03-23,6.0," ""Currently they are really deteriorating. The women's division is probably their biggest problem since it's still not very captivating and stable. Meanwhile their tag team division is the exact opposite, I would even go as far as saying that they have too much tag teams and don:t know how to really use them. However, they have a solid mid-card and the world title scene is mostly very good.""",Not a Mark,currently they are really deteriorating the womens division is probably their biggest problem since its still not very captivating and stable meanwhile their tag team division is the exact opposite i would even go as far as saying that they have too much tag teams and dont know how to really use them however they have a solid midcard and the world title scene is mostly very good,68
aew,2021-03-23,5.0," ""AEW has really lost a lot of its luster for me in the past couple of months. The company came in with a lot of hype and exceeded expectations early, but the new shiny promotion appeal has worn off, and the issues are starting to become transparent. Too many people on the roster who don't do much of anything, minimal focus on the women's division, and underutilization of great talent who tend to get relegated to background performers or full-time dark wrestlers. Dynamite's production and camera work can also use a lot of improvement, and I feel like not enough people touch upon this just because of how much worse the WWE Kevin Dunn production is.""",Not a Mark,aew has really lost a lot of its luster for me in the past couple of months the company came in with a lot of hype and exceeded expectations early but the new shiny promotion appeal has worn off and the issues are starting to become transparent too many people on the roster who dont do much of anything minimal focus on the womens division and underutilization of great talent who tend to get relegated to background performers or fulltime dark wrestlers dynamites production and camera work can also use a lot of improvement and i feel like not enough people touch upon this just because of how much worse the wwe kevin dunn production is,116
aew,2021-03-22,3.0," ""AEW came onto the scene with hype and praise before the first bell even rang. Unfortunately, the company has not been able to live up to that praise. Whether it? s characters I don? t care about or those who feel forced, or characters I enjoyed as a kid that not only serve as fan service, AEW just can? t get much right. The matches often feel either too fast or too slow, often resembling a dress rehearsal instead of an opening night act. I watched the first show until the Stadium Stampede match where I checked out. I started up again in December but stopped after the Dynamite episode that followed the Revolution PPV. While I? ve given them more than a fair shot, AEW is just not for me.""",Not a Mark,aew came onto the scene with hype and praise before the first bell even rang unfortunately the company has not been able to live up to that praise whether it s characters i don t care about or those who feel forced or characters i enjoyed as a kid that not only serve as fan service aew just can t get much right the matches often feel either too fast or too slow often resembling a dress rehearsal instead of an opening night act i watched the first show until the stadium stampede match where i checked out i started up again in december but stopped after the dynamite episode that followed the revolution ppv while i ve given them more than a fair shot aew is just not for me,131
aew,2021-03-21,4.0," ""I've watched a couple of episodes and I just can't get into Dynamite. I know they can put on good matches but something about the show is just uninteresting to me. Plus AEW should be ashamed of themselves for treating their women's division so poorly in this day and age. It should not have taken Baker vs Rosa to open AEW's eyes to the abilities of their female performers. It truly is utterly disgraceful that they can pretend to care about their female wrestlers when they are hardly featured in meaningful storylines since the debut of Dynamite. Hopefully they will now see that the problem with the women's division isn't the wrestler's fault, rather it is their creative team's fault.""",Not a Mark,ive watched a couple of episodes and i just cant get into dynamite i know they can put on good matches but something about the show is just uninteresting to me plus aew should be ashamed of themselves for treating their womens division so poorly in this day and age it should not have taken baker vs rosa to open aews eyes to the abilities of their female performers it truly is utterly disgraceful that they can pretend to care about their female wrestlers when they are hardly featured in meaningful storylines since the debut of dynamite hopefully they will now see that the problem with the womens division isnt the wrestlers fault rather it is their creative teams fault,120
aew,2021-03-18,8.0," ""AEW as a company is fantastic imo. A place where lesser-used talent and Indie freelancers can shine while being treated with respect and love. The product nowadays can at times be inconsistent, as usually when something good happens it's great, but when something bad happens, it's REALLY bad. The booking is overtly solid, and thankfully there's no authority figures nor primary focus on the main event scene while the rest of the card is overshadowed by the big stars (What WWE has been doing for years), no tired booking tropes, an actual ranking/progression system in place giving the statistics a more sports feel, matches are spotty, but fantastic, and the roster is a good mix of Well known former WWE stars (mostly ones not used right), Indie darlings, and up and comers. There are some negatives however, such as technical issues and some botches here and there, but the company as of now is only 2 years old, and the best thing to do is give the company a couple more years to find their full on footing before keeping on judging them for technical glitches.""",Mark,aew as a company is fantastic imo a place where lesserused talent and indie freelancers can shine while being treated with respect and love the product nowadays can at times be inconsistent as usually when something good happens its great but when something bad happens its really bad the booking is overtly solid and thankfully theres no authority figures nor primary focus on the main event scene while the rest of the card is overshadowed by the big stars what wwe has been doing for years no tired booking tropes an actual rankingprogression system in place giving the statistics a more sports feel matches are spotty but fantastic and the roster is a good mix of well known former wwe stars mostly ones not used right indie darlings and up and comers there are some negatives however such as technical issues and some botches here and there but the company as of now is only years old and the best thing to do is give the company a couple more years to find their full on footing before keeping on judging them for technical glitches,185
aew,2021-03-13,6.0," ""As we approach a year and a half of AEW TV I think it's worth giving an initial appraisal. While absolutely beloved in the west, the reality is that AEW for many of the original fans of the core group of wrestlers was false advertising. It was purported to be something akin to a western take on New Japan featuring all those great work rate guys from the indies and the elite. It was going to take back wrestling for the fan and the wrestler. To some extent it did accomplish this. It's clear that working in the environment is better for the wrestlers, but it failed on a sports presentation front. AEW is essentially a Super Indy on TV. A mixture of old school 90s wrestling with modern work rate guys and a tongue in cheek modern Indy-like feel. For simplicity sake WCW crossed with PWG. Or Perhaps even more simply a better WWE that is more meta. I did not really want to see American TV Wrestling, I wanted to see a true evolution. Maybe the true evolution is not a revert to it's more sports flavored origin, but doing WWE's style better with twists wasn't exactly what I was clamoring for. AEW as whole is incredibly hit or miss. Miro and Kip doing some weird twitch gamer hype beast gimmick is a miss, but paired the Trent and Chuckie T I enjoyed. They have had moments of true brilliance like the Hangman and Omega feud, or the first Moxley vs. Omega, but then they had stuff like the original Dark Order presentation. I know precisely what I want from a wrestling company thanks to watching AEW. It's compelling stories featuring convincing characters that pay off with great matches, and championships that mean something. And AEW can achieve this on a rare occasions, but not as consistently as I would like. One of my major complaints is the failure of AEW to deliver a truly great overall PPV. They have not hit that for me yet, which is probably not the case for most people. The closest they came for me was DoN 2019, but the only truly great match was Dustin vs. Cody. Revolution 2020 had an amazing run on TV up to the PPV, but the PPV itself was quite weak. They sometimes wait far too long to build up meaningful feuds in time for the PPVs this has been a major issue. All Out 2020 is a prime example of this. The women's division is also a mess. The roster itself has improved a lot with additions like Leyla Hirsch, Thunder Rosa, and Serena Deeb, but has some major problems. Most of them just aren't good enough especially compared to their contemporaries in NXT which arguably has the best women's roster in the world and this coming from someone who watches a ton of Joshi. AEW has good aspects, but it is plagued with problems mostly stemming from issues with consistently delivering a good product.""",Not a Mark,as we approach a year and a half of aew tv i think its worth giving an initial appraisal while absolutely beloved in the west the reality is that aew for many of the original fans of the core group of wrestlers was false advertising it was purported to be something akin to a western take on new japan featuring all those great work rate guys from the indies and the elite it was going to take back wrestling for the fan and the wrestler to some extent it did accomplish this its clear that working in the environment is better for the wrestlers but it failed on a sports presentation front aew is essentially a super indy on tv a mixture of old school wrestling with modern work rate guys and a tongue in cheek modern indylike feel for simplicity sake wcw crossed with pwg or perhaps even more simply a better wwe that is more meta i did not really want to see american tv wrestling i wanted to see a true evolution maybe the true evolution is not a revert to its more sports flavored origin but doing wwes style better with twists wasnt exactly what i was clamoring for aew as whole is incredibly hit or miss miro and kip doing some weird twitch gamer hype beast gimmick is a miss but paired the trent and chuckie t i enjoyed they have had moments of true brilliance like the hangman and omega feud or the first moxley vs omega but then they had stuff like the original dark order presentation i know precisely what i want from a wrestling company thanks to watching aew its compelling stories featuring convincing characters that pay off with great matches and championships that mean something and aew can achieve this on a rare occasions but not as consistently as i would like one of my major complaints is the failure of aew to deliver a truly great overall ppv they have not hit that for me yet which is probably not the case for most people the closest they came for me was don but the only truly great match was dustin vs cody revolution had an amazing run on tv up to the ppv but the ppv itself was quite weak they sometimes wait far too long to build up meaningful feuds in time for the ppvs this has been a major issue all out is a prime example of this the womens division is also a mess the roster itself has improved a lot with additions like leyla hirsch thunder rosa and serena deeb but has some major problems most of them just arent good enough especially compared to their contemporaries in nxt which arguably has the best womens roster in the world and this coming from someone who watches a ton of joshi aew has good aspects but it is plagued with problems mostly stemming from issues with consistently delivering a good product,496
aew,2021-08-03,5.0," ""It's been a major disappointment. The meta sensibility of indie promotions does not work on a larger stage and comes off as gratutitous and tacky. On top of that, they've shown that wrestler safety is not a priority for them, the women's division is a complete bust, and Omega (the main draw of this promotion for me) has been hugely disappointing as a singles guy compared to his work in Japan. Grateful for their deep, exciting tag team division though.""",Not a Mark,its been a major disappointment the meta sensibility of indie promotions does not work on a larger stage and comes off as gratutitous and tacky on top of that theyve shown that wrestler safety is not a priority for them the womens division is a complete bust and omega the main draw of this promotion for me has been hugely disappointing as a singles guy compared to his work in japan grateful for their deep exciting tag team division though,80
aew,2021-07-03,5.0," ""Brought my rating down to a point because this company is overrated. Yes, AEW started out great in 2019, but the magic soon worn off as it became Monday Night RAW 2. 0. First, this company doesn't keep any promises such as Tony Khan not becoming an on-screen character, the presentation being focused on pro wrestling, and better opportunities for workers. Tony Khan has now become a prominent character in the Impact invasion angle, the presentation is almost similar to WWE's (The Dinner Musical with MJF and Chris Jericho, Broken Matt Hardy teleporting everywhere, and inconsistent storylines), and most workers are currently in the same position as they were before. This company is also reckless when it comes to injuries, Alex Reynolds and Matt Hardy's concussions were left untreated. I want AEW to succeed, but they keep making the same mistakes WWE does on their programming and calling them out is not gonna work.""",Not a Mark,brought my rating down to a point because this company is overrated yes aew started out great in but the magic soon worn off as it became monday night raw  first this company doesnt keep any promises such as tony khan not becoming an onscreen character the presentation being focused on pro wrestling and better opportunities for workers tony khan has now become a prominent character in the impact invasion angle the presentation is almost similar to wwes the dinner musical with mjf and chris jericho broken matt hardy teleporting everywhere and inconsistent storylines and most workers are currently in the same position as they were before this company is also reckless when it comes to injuries alex reynolds and matt hardys concussions were left untreated i want aew to succeed but they keep making the same mistakes wwe does on their programming and calling them out is not gonna work,151
aew,2021-02-03,9.0," ""This promotion has delivered so many good matches since its beginning in 2019. The roster is still in growth period but you can look at it and say that when the time will arrive, they can carry the company on their shoulders. The overall roster is a mess as they have too much talent that gets overshadowed by some other equivalent talent. One unique thing that this company has is it's focus on Tag Division. The tag matches are so ggod, though sometimes theyre spammed throughout a dynamite card. The big PPV matches always deliver. Weekly show Dynamite is satisfactory most of the time. They deliver good genuine (not forced) comedy. Overall they connect well with the fans and that's very important. Women's wrestling has been good recently with the tournaments and joshi puroresu stuff but they're not given TV time, which is kinda sad but lets hope for the best.""",Mark,this promotion has delivered so many good matches since its beginning in the roster is still in growth period but you can look at it and say that when the time will arrive they can carry the company on their shoulders the overall roster is a mess as they have too much talent that gets overshadowed by some other equivalent talent one unique thing that this company has is its focus on tag division the tag matches are so ggod though sometimes theyre spammed throughout a dynamite card the big ppv matches always deliver weekly show dynamite is satisfactory most of the time they deliver good genuine not forced comedy overall they connect well with the fans and thats very important womens wrestling has been good recently with the tournaments and joshi puroresu stuff but theyre not given tv time which is kinda sad but lets hope for the best,150
aew,2021-02-18,8.0," ""It's a very good promotion for sure! But plenty of fans overrate this promotion. Plenty of folks think AEW can do no wrong and have no flaws, which is a dangerous way to support a promotion. Should be better booking and focus on the women in the company for sure as they have access to the joshi scene which features some of the absolute best in the world. I'd also like to see more stars being made. They've done a good job with Darby Allin, for example, but I think to keep putting Cody and Kenny Omega in the spotlight is a mistake, even though they are super talented. They should probably be used to get new stars over, otherwise it looks like the company VPs are booking themselves to the top. Jim Ross should be used as a senior journalist type - someone who occasionally will call main event matches, and will interview talent backstage and in-ring. His days as a regular commentator are behind him.""",Mark,its a very good promotion for sure but plenty of fans overrate this promotion plenty of folks think aew can do no wrong and have no flaws which is a dangerous way to support a promotion should be better booking and focus on the women in the company for sure as they have access to the joshi scene which features some of the absolute best in the world id also like to see more stars being made theyve done a good job with darby allin for example but i think to keep putting cody and kenny omega in the spotlight is a mistake even though they are super talented they should probably be used to get new stars over otherwise it looks like the company vps are booking themselves to the top jim ross should be used as a senior journalist type someone who occasionally will call main event matches and will interview talent backstage and inring his days as a regular commentator are behind him,166
aew,2021-02-17,8.0,"""Apart from the woman's division, I'm really satisfied with Aew. Of course, not everything is perfect, but this is a utopian expectation. Nevertheless, the fundamental focus of the league is to me. There are many up-and-coming talents (Dardy Allin, Sammy Guevara, MJF, TheAcclaimed, etc.), but also more well-known names (Jericho, Cody, the Young Bucks and Kenny). Not every episode of Dynamite is outstanding, but it's easy to invest in the stories and characters emotions and remain careful.Also I was also a good surprise me, especially in terms of ""old-fashioned"" diuses that I did not like in wrestling (Cage and Dog Collar), which they can present very appealing. Above all, I'm just grateful that there is a product withThere is a weekly show that I want to watch a week after week. """,Mark,apart from the womans division im really satisfied with aew of course not everything is perfect but this is a utopian expectation nevertheless the fundamental focus of the league is to me there are many upandcoming talents dardy allin sammy guevara mjf theacclaimed etc but also more wellknown names jericho cody the young bucks and kenny not every episode of dynamite is outstanding but its easy to invest in the stories and characters emotions and remain carefulalso i was also a good surprise me especially in terms of oldfashioned diuses that i did not like in wrestling cage and dog collar which they can present very appealing above all im just grateful that there is a product withthere is a weekly show that i want to watch a week after week,131
aew,2021-02-17,10.0,"""The Best American Wrestling League and by far the best wrestling product since the Attitude Era. Young stars are born, Sammy Guevara, MJF, Darby Allin, Jungle Boy, Wardlow, Will Hobbs, Scorpio Sky, Anna Jay, Kris Statlander, Private Party, The Acclaimed, Top Flight. Absproving wrestlers in the Pipline, Lee Johnson, Leyla Hirsch, Nick Comoroto, Ricky Barks, Kip Sabian, Austin Gunn. Sufficient stars in their highest form, Omega, Moxley, Brian Cage, Pac, Adam Page , Santan, Ortiz, Young Bucks, Cody, Lucha Bros., Eddie Kingston, FTR, Lance Archer. BTW The Best Day Team Division Worldwide. Legends are integrated with consideration and until Jericho as well as Dustin Rhodes and with smears Matt Hardy, barely in Matches used. Focus is clearly directed to the next and current generation. For a few exceptions, bear strong booking. Almost all storylines and matches make sense, even if you have to think around the corner again and again. A lot of things from early Times and other leagues are skilfully integrated. You can tell the Tony Khan a lot of idea about the wrestling and also exactly knows what has expired in the past. In addition, the narrow fan binding, the acceptance of criticism and the attempts just to erode these criticisms. As currently for example, with the ""reboot"" of the Womens Division. Without a pandemic, Aew would already be a huge step further, considering how many ""Holy Shit"" moments took place without, or very little audience. Matt Hardy, Brian Cage, Good Brothers, Brodie Lee, Mike Tyson, Snoop Dogg, Kenta and not to forget Sting. On top of that, AEW is currently opening the so-called Forbidden Doors and works closely with Impact, AAA, NWA, Stardom & NJPW. Further cooperations, for example. With raw or MLW, are quite realistic. For this you are just 2 years on the market, of which one has exercised during a global pandemic, which exercises extreme negative influence, the industry has already changed positively and deserves nothing but all the highest respect. I am also looking forward to countless years of boredom on each show of all elite wrestling. """,Mark,the best american wrestling league and by far the best wrestling product since the attitude era young stars are born sammy guevara mjf darby allin jungle boy wardlow will hobbs scorpio sky anna jay kris statlander private party the acclaimed top flight absproving wrestlers in the pipline lee johnson leyla hirsch nick comoroto ricky barks kip sabian austin gunn sufficient stars in their highest form omega moxley brian cage pac adam page santan ortiz young bucks cody lucha bros eddie kingston ftr lance archer btw the best day team division worldwide legends are integrated with consideration and until jericho as well as dustin rhodes and with smears matt hardy barely in matches used focus is clearly directed to the next and current generation for a few exceptions bear strong booking almost all storylines and matches make sense even if you have to think around the corner again and again a lot of things from early times and other leagues are skilfully integrated you can tell the tony khan a lot of idea about the wrestling and also exactly knows what has expired in the past in addition the narrow fan binding the acceptance of criticism and the attempts just to erode these criticisms as currently for example with the reboot of the womens division without a pandemic aew would already be a huge step further considering how many holy shit moments took place without or very little audience matt hardy brian cage good brothers brodie lee mike tyson snoop dogg kenta and not to forget sting on top of that aew is currently opening the socalled forbidden doors and works closely with impact aaa nwa stardom njpw further cooperations for example with raw or mlw are quite realistic for this you are just years on the market of which one has exercised during a global pandemic which exercises extreme negative influence the industry has already changed positively and deserves nothing but all the highest respect i am also looking forward to countless years of boredom on each show of all elite wrestling,342
aew,2021-10-02,9.0," ""As of February 2021, I would give All Elite Wrestling a 9 out of 10. For all of the things that one can nitpick, Tony Khan and the creative minds behind the promotion have put together the most exciting wrestling program in the US since WCW's Monday Nitro in the mid 1990s. Anyone complaining about the in-ring style is missing out on what makes AEW so unique. It's a criticism that has held wrestling back for far too long and did so much damage to promotions like IMPACT and WCW over time. AEW should feel no need to compete with the WWE and no fan should expect that, especially from an in-ring perspective. The criticisms of the women's division are completely valid. However, while AEW cannot compete with the WWE, the WWE still does contract the VAST MAJORITY of well trained, high level wrestlers (and trainers) in the US which left AEW with very few options to build their roster. The usage (or lack-thereof) of the women's division is where I would like to see some improvement. My other criticism stems from the ""sports entertainment"" aspects of the show. Some segments and characters have drifted too far away from the realm of professional wrestling. While I realize not everything has to appeal to me, I have also found AEW's attempts to appeal to casual/new fans as off-putting. From Tyson to Shaq, all of these attempts at generating interest haven't hit with me. I think their best attempt at this was Snoop Dogg's feature, which is all I'd ever want from a celebrity appearance on a wrestling show. AEW Dark has been a great proving ground for both female and male talents. I look forward to seeing a third hour of programming. One element I'd love to see added would be a trios championship, as I feel AEW's roster is built for such an idea. Working relationships with IMPACT and other US independent promotions could open up the door for greener talent on both sides of the roster to get reps and improve down the line. I firmly believe the pandemic hindered much of what AEW had planned for 2020 yet their adaptations were excellent for such a new promotion. In fact, I'd go as far as to say that no promotion was better booked in 2020. I truly appreciate their ability to keep me interested week after week. While I've found myself disagreeing with different elements of the show, they've consistently found a way to hook me back in. With an absolute wealth of young, albeit inexperienced, talent I believe All Elite Wrestling is a promotion that has defied critics expectations and will continue to grow and improve over time. Their newly established relationship with New Japan Pro-Wrestling will only solidify this belief. The promotion's approach to the wrestling business as a whole should only contribute to its positive standing with fans as they exist to elevate wrestling as a whole, NOT to buy up everything around them and be the only show in town. If for no other reason, that is why I personally enjoy AEW so much.""",Mark,as of february i would give all elite wrestling a out of for all of the things that one can nitpick tony khan and the creative minds behind the promotion have put together the most exciting wrestling program in the us since wcws monday nitro in the mid anyone complaining about the inring style is missing out on what makes aew so unique its a criticism that has held wrestling back for far too long and did so much damage to promotions like impact and wcw over time aew should feel no need to compete with the wwe and no fan should expect that especially from an inring perspective the criticisms of the womens division are completely valid however while aew cannot compete with the wwe the wwe still does contract the vast majority of well trained high level wrestlers and trainers in the us which left aew with very few options to build their roster the usage or lackthereof of the womens division is where i would like to see some improvement my other criticism stems from the sports entertainment aspects of the show some segments and characters have drifted too far away from the realm of professional wrestling while i realize not everything has to appeal to me i have also found aews attempts to appeal to casualnew fans as offputting from tyson to shaq all of these attempts at generating interest havent hit with me i think their best attempt at this was snoop doggs feature which is all id ever want from a celebrity appearance on a wrestling show aew dark has been a great proving ground for both female and male talents i look forward to seeing a third hour of programming one element id love to see added would be a trios championship as i feel aews roster is built for such an idea working relationships with impact and other us independent promotions could open up the door for greener talent on both sides of the roster to get reps and improve down the line i firmly believe the pandemic hindered much of what aew had planned for yet their adaptations were excellent for such a new promotion in fact id go as far as to say that no promotion was better booked in i truly appreciate their ability to keep me interested week after week while ive found myself disagreeing with different elements of the show theyve consistently found a way to hook me back in with an absolute wealth of young albeit inexperienced talent i believe all elite wrestling is a promotion that has defied critics expectations and will continue to grow and improve over time their newly established relationship with new japan prowrestling will only solidify this belief the promotions approach to the wrestling business as a whole should only contribute to its positive standing with fans as they exist to elevate wrestling as a whole not to buy up everything around them and be the only show in town if for no other reason that is why i personally enjoy aew so much,513
aew,2021-02-02,8.0," ""AEW is an amazing promotion that is bringing back competent and consistent American wrestling on a weekly basis. Dynamite is what a wrestling show should be the majority of the time. A couple problems with the promotion are the women's division and the ranking system is a little flawed with wrestlers going on big win streaks on AEW Dark, but not being in the top 5 of their division.""",Mark,aew is an amazing promotion that is bringing back competent and consistent american wrestling on a weekly basis dynamite is what a wrestling show should be the majority of the time a couple problems with the promotion are the womens division and the ranking system is a little flawed with wrestlers going on big win streaks on aew dark but not being in the top of their division,68
aew,2021-01-13,8.0," ""AEW is my favourite promotion at the moment, and when it's firing on all cylinders, it produces amazing matches (bucks vs omega/page; cody vs lee 1 and 2; omega vs pac; darby vs cody; oc vs jericho, etc). The wrestlers who get over feel amazing, and it's easy to root for wrestlers like Orange Cassidy or boo shit-disturbers like MJF. However, there's been some missteps: the women's division gets little to no screen time and is still more of a sideshow to the main event, culminating in some really bad matches and angles (baker vs swole; the nightmare collective). Sometimes, there's repetitively slow angles (Sting shows up for 5 weeks doing the exact same thing). But often enough, the show focuses on creating new and amazing things, or at least old things that have enough shine that you love to see them.""",Mark,aew is my favourite promotion at the moment and when its firing on all cylinders it produces amazing matches bucks vs omegapage cody vs lee and omega vs pac darby vs cody oc vs jericho etc the wrestlers who get over feel amazing and its easy to root for wrestlers like orange cassidy or boo shitdisturbers like mjf however theres been some missteps the womens division gets little to no screen time and is still more of a sideshow to the main event culminating in some really bad matches and angles baker vs swole the nightmare collective sometimes theres repetitively slow angles sting shows up for weeks doing the exact same thing but often enough the show focuses on creating new and amazing things or at least old things that have enough shine that you love to see them,139
aew,2021-07-01,4.0," ""I had high hopes for AEW and thought that they had a lot of potential, but then I realized how wrong I was. The women? s division is really bad but not because of the talent, because of the horrible and disrespectful booking. Aside from that tag team division, all the titles don? t feel prestige and important. It feels like an Indy spotfest promotion with a lot of money and TV deal.""",Not a Mark,i had high hopes for aew and thought that they had a lot of potential but then i realized how wrong i was the women s division is really bad but not because of the talent because of the horrible and disrespectful booking aside from that tag team division all the titles don t feel prestige and important it feels like an indy spotfest promotion with a lot of money and tv deal,73
aew,2021-07-01,10.0," ""AEW is the best thing that could happen to wrestling in the United States. At last there is an alternative to the height and outside the WWE child trash and the lackluster NXT""",Mark,aew is the best thing that could happen to wrestling in the united states at last there is an alternative to the height and outside the wwe child trash and the lackluster nxt,33
aew,2020-12-30,7.0," ""AEW is probably the best ""major"" promotion in the USA right now. AEW's Tag Team division might be the best in the world right now. It reminds me a lot of the ""Ruthless Aggression"" period in WWE. I think less is more, so AEW's 3-4 PPVs per year makes you way more hyped than say WWE's 12-14 PPVs per year, with more focused build-up, thus more meaning. AEW do however have their own issues, like every promotion, nothing is perfect. AEW claim they want to be Sports orientated and even created a ""Rankings"" system, however they do not always stick to the rankings and they often appear wrong during a wrestlers introduction. Every commentator seems to have different names for almost every move, which is irritating. Talking of moves, AEW wrestlers often use other AEW wrestlers finishers within their standard movesets, which for me kind of ruins that finisher (would be like Ishii giving Okada a Rainmaker onto a chair and not going for the cover as its a standard move, then Okada winning with a regular Rainmaker). AEW talk/reference WWE far too often. AEW have the worst Women's division of any ""major"" promotion in the USA. I think AEW had a far better 2019 than 2020 and their PPVs may be getting weaker and weaker as time goes by.""",Mark,aew is probably the best major promotion in the usa right now aews tag team division might be the best in the world right now it reminds me a lot of the ruthless aggression period in wwe i think less is more so aews ppvs per year makes you way more hyped than say wwes ppvs per year with more focused buildup thus more meaning aew do however have their own issues like every promotion nothing is perfect aew claim they want to be sports orientated and even created a rankings system however they do not always stick to the rankings and they often appear wrong during a wrestlers introduction every commentator seems to have different names for almost every move which is irritating talking of moves aew wrestlers often use other aew wrestlers finishers within their standard movesets which for me kind of ruins that finisher would be like ishii giving okada a rainmaker onto a chair and not going for the cover as its a standard move then okada winning with a regular rainmaker aew talkreference wwe far too often aew have the worst womens division of any major promotion in the usa i think aew had a far better than and their ppvs may be getting weaker and weaker as time goes by,216
aew,2020-12-13,6.0," ""AEW has not been around long and is already making massive waves. Recruiting WWE legends and alumni, convertinf fans getting TV deals things are growing fast. The production of AEW still needs a larger budget, entrances are underwhelming and the camera work is rrally good but just not quite there. The announcing has a lot of flubs but this also makes for a more realistic and entertaining product. The wrestling is more realistic than WWE but still sees more botches due to the youngness of the show and its competitors. They have an easy to access website and a free full length program every week on youtube which helps give a sample for those who dont have TNT. Even then there are few internet loopholes that allow for viewing their tuesday program withour having a satellite. AEW cares more about what they put out and more about reaching their fans than WWE which says alot for their prescence and the future one they will make.""",Not a Mark,aew has not been around long and is already making massive waves recruiting wwe legends and alumni convertinf fans getting tv deals things are growing fast the production of aew still needs a larger budget entrances are underwhelming and the camera work is rrally good but just not quite there the announcing has a lot of flubs but this also makes for a more realistic and entertaining product the wrestling is more realistic than wwe but still sees more botches due to the youngness of the show and its competitors they have an easy to access website and a free full length program every week on youtube which helps give a sample for those who dont have tnt even then there are few internet loopholes that allow for viewing their tuesday program withour having a satellite aew cares more about what they put out and more about reaching their fans than wwe which says alot for their prescence and the future one they will make,165
aew,2020-10-12,10.0," ""My favorite promotion the moment by far. I haven't left one AEW show unsatisfied. It is so exciting to have a promotion this consistent with a owner who is actually interested in the product. The booking, the matches, the commentary, everything about AEW is just awesome.""",Mark,my favorite promotion the moment by far i havent left one aew show unsatisfied it is so exciting to have a promotion this consistent with a owner who is actually interested in the product the booking the matches the commentary everything about aew is just awesome,46
aew,2020-11-19,8.0," ""AEW is the most must-see wrestling promotion in years. It breaks the restrictive western barriers put up by the WWE and has been a brilliant platform for independent stars to finally get their deserved attention. Despite fluctuating quality ever since the pandemic hit, AEW doesn't fail to produce entertaining shows with intertwining and long-term storytelling, as well as remarkable athleticism seen by the likes of PAC and The Young Bucks, modern wrestling showcases by Kenny Omega and FTR, and phenomenal mic-work by Eddie Kingston, MJF, and Jon Moxley, as well as acts who revel in their originality such as Orange Cassidy and Darby Allin. The comedy will either hit or miss, and the women's division still needs depth, but AEW is absolutely worth your time if you desire professional wrestling that may sometimes be overindulgent, but is unafraid to bask in its goofiness. ~ Wrestlers to watch: Kenny Omega. The Young Bucks. Eddie Kingston, Adam Page, Darby Allin, Orange Cassidy, Jon Moxley, MJF, PAC, FTR, Cody, Chris Jericho.""",Mark,aew is the most mustsee wrestling promotion in years it breaks the restrictive western barriers put up by the wwe and has been a brilliant platform for independent stars to finally get their deserved attention despite fluctuating quality ever since the pandemic hit aew doesnt fail to produce entertaining shows with intertwining and longterm storytelling as well as remarkable athleticism seen by the likes of pac and the young bucks modern wrestling showcases by kenny omega and ftr and phenomenal micwork by eddie kingston mjf and jon moxley as well as acts who revel in their originality such as orange cassidy and darby allin the comedy will either hit or miss and the womens division still needs depth but aew is absolutely worth your time if you desire professional wrestling that may sometimes be overindulgent but is unafraid to bask in its goofiness wrestlers to watch kenny omega the young bucks eddie kingston adam page darby allin orange cassidy jon moxley mjf pac ftr cody chris jericho,167
aew,2020-08-11,5.0," ""AEW consistently fails to impress me. Most shows have a handful of great matches but they just water things down with continued mediocrity which makes it nearly impossible for me to actually enjoy their product.""",Not a Mark,aew consistently fails to impress me most shows have a handful of great matches but they just water things down with continued mediocrity which makes it nearly impossible for me to actually enjoy their product,35
